date,store_number,store_name,city,state,zip_code,item_number,category_name,vendor_name,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars
2012-01-31,3732,North Scott Foods,ELDRIDGE,IA,52748,43127,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Bacardi Superior Rum,12,1000,9.43,14.14,12,169.68
2012-01-31,4073,"Uptown Liquor, Llc",FOREST CITY,IA,50436,43127,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Bacardi Superior Rum,12,1000,9.43,14.14,12,169.68
2012-01-31,4312,I-80 Liquor / Council Bluffs,COUNCIL BLUFFS,IA,51501,43127,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Bacardi Superior Rum,12,1000,9.43,14.14,24,339.36
2012-01-31,4262,Cork and Bottle / Carroll,CARROLL,IA,51401,43037,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Bacardi Gold Rum,12,1000,9.43,14.14,1,14.14
2012-01-31,4252,Fareway Stores #840 / Monticello,MONTICELLO,IA,52310,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2445,Ruback's Food Center,OAKLAND,IA,51560,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,3,31.95
2012-01-31,3889,Wal-Mart 1005 / Waverly,WAVERLY,IA,50677,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,3451,Barnes Foodland,DEWITT,IA,52742,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,4469,Sperry One Stop Shop LLC,COON RAPIDS,IA,50058,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,3631,Audubon Food Pride,AUDUBON,IA,50025,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,4132,Camanche Food Pride,CAMANCHE,IA,52730,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2448,Bottle Boutique,INDIANOLA,IA,50125,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,2507,Hy-Vee Food Store #1 / Burlington,BURLINGTON,IA,52601,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,2,21.3
2012-01-31,2616,Hy-Vee Food and Drug / Clinton,CLINTON,IA,52732,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,3465,Hometown Foods / Panora,PANORA,IA,50216,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,4158,Fareway Stores #409 / Carroll,CARROLL,IA,51401,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,3,31.95
2012-01-31,2628,Hy-Vee Food Store / Eldora,ELDORA,IA,50627,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2649,Hy-Vee #3 / Dubuque,DUBUQUE,IA,52001,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,3908,County Market #214 / Fort Madison,FORT MADISON,IA,52627,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2629,Hy-Vee Food Store #2 / Council Bluff,COUNCIL BLUFFS,IA,51503,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2962,Dahl's / Johnston,JOHNSTON,IA,50131,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,12,127.8
2012-01-31,2506,Hy-Vee #1044 / Burlington,BURLINGTON,IA,52601,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,4246,Fareway Stores #938 / Shenandoah,SHENANDOAH,IA,51601,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2954,Dahl's / Ingersoll,DES MOINES,IA,50300,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,2534,Hy-Vee Drugtown / Urbandale,URBANDALE,IA,50322,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,3482,Kick The Can,CARROLL,IA,51401,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2524,Hy-Vee Food Store / Dubuque,DUBUQUE,IA,52001,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,12,127.8
2012-01-31,2616,Hy-Vee Food and Drug / Clinton,CLINTON,IA,52732,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,12,127.8
2012-01-31,2619,Hy-Vee Wine and Spirits / WDM,WEST DES MOINES,IA,50266,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,3816,Swils,RED OAK,IA,51566,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,3697,Oky Doky #2 / Dubuque,DUBUQUE,IA,52004,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,1,10.65
2012-01-31,4001,Wal-Mart 1787 / Carroll,CARROLL,IA,51401,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,3976,North English Family Food,NORTH ENGLISH,IA,52316,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2532,Hy-Vee Food Store #2 / Des Moines,DES MOINES,IA,50317,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2959,Dahl's / Merle Hay,DES MOINES,IA,50310,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2806,Osco #881 / Clinton,CLINTON,IA,52732,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,12,127.8
2012-01-31,2954,Dahl's / Ingersoll,DES MOINES,IA,50300,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,18,191.7
2012-01-31,2205,Ding's Honk And Holler,CLARINDA,IA,51632,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,3934,Wal-Mart 1509 / Maquoketa,MAQUOKETA,IA,52060,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,3562,Wal-Mart 0797 / W Burlington,WEST BURLINGTON,IA,52655,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,12,127.8
2012-01-31,2573,Hy-Vee Food Store / Muscatine,MUSCATINE,IA,52761,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2624,Hy-Vee #2 / Dubuque,DUBUQUE,IA,52002,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,4616,C's Spencer Liquor,SPENCER,IA,51301,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,3648,Fairbank Food Center,FAIRBANK,IA,50629,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,4267,Main Street Market Of Anita,ANITA,IA,50020,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2522,Hy-Vee Wine and Spirits / Spirit Lak,SPIRIT LAKE,IA,51360,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2593,Hy-Vee Food Store / Carroll,CARROLL,IA,51401,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2413,Beecher Beverage,DUBUQUE,IA,52001,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,12,127.8
2012-01-31,4040,No Frills Supermarkets / Council Blu,COUNCIL BLUFFS,IA,51503,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,12,127.8
2012-01-31,4040,No Frills Supermarkets / Council Blu,COUNCIL BLUFFS,IA,51503,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,3651,Wal-Mart 1491 / Indianola,INDIANOLA,IA,50125,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,2587,Hy-Vee Food Store / Johnston,JOHNSTON,IA,50131,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,2459,Reinhart Foods,GUTHRIE CENTER,IA,50115,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,2614,Hy-Vee #3 Food and Drugstore,DAVENPORT,IA,52807,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,3,31.95
2012-01-31,4249,Fareway Stores #048 / Clarinda,CLARINDA,IA,51632,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,3,31.95
2012-01-31,2459,Reinhart Foods,GUTHRIE CENTER,IA,50115,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,4167,"Iowa Street Market, Inc.",DUBUQUE,IA,52001,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,3732,North Scott Foods,ELDRIDGE,IA,52748,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2555,Hy-Vee Food Store / Keokuk,KEOKUK,IA,52632,37938,VODKA 80 PROOF,Sazerac North America,Skol Vodka,6,1750,7.1,10.65,6,63.9
2012-01-31,2549,Hy-Vee Food Store / Indianola,INDIANOLA,IA,50125,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,4066,Xpress Liquor,INDIANOLA,IA,50125,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,2532,Hy-Vee Food Store #2 / Des Moines,DES MOINES,IA,50317,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,4509,A J'S LIQUOR II,AMES,IA,50010,31658,AMERICAN DRY GINS,Luxco-St Louis,Paramount Gin,6,1750,7.1,10.65,6,63.9
2012-01-31,3495,Great Pastimes,MONTICELLO,IA,52310,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,3,33.06
2012-01-31,4267,Main Street Market Of Anita,ANITA,IA,50020,82610,CINNAMON SCHNAPPS,Jim Beam Brands,Dekuyper Hot Damn!,12,1000,7.35,11.02,3,33.06
2012-01-31,2556,Hy-Vee Wine and Spirits / Esthervill,ESTHERVILLE,IA,51334,82627,MISCELLANEOUS SCHNAPPS,Jim Beam Brands,Dekuyper Cherry Pucker,12,1000,7.35,11.02,12,132.24
2012-01-31,2465,Sid's Beverage Shop,DUBUQUE,IA,52003,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,12,132.24
2012-01-31,2191,Keokuk Spirits,KEOKUK,IA,52632,82610,CINNAMON SCHNAPPS,Jim Beam Brands,Dekuyper Hot Damn!,12,1000,7.35,11.02,12,132.24
2012-01-31,3612,B and C Liquor / Maquoketa,MAQUOKETA,IA,52060,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,12,132.24
2012-01-31,2233,Forbes Liquor Locker / remi,SPIRIT LAKE,IA,51360,82637,GRAPE SCHNAPPS,Jim Beam Brands,Dekuyper Grape Pucker,12,1000,7.35,11.02,12,132.24
2012-01-31,2625,Hy-Vee Wine and Spirits #2,DAVENPORT,IA,52804,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,12,132.24
2012-01-31,4312,I-80 Liquor / Council Bluffs,COUNCIL BLUFFS,IA,51501,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,24,264.48
2012-01-31,4616,C's Spencer Liquor,SPENCER,IA,51301,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,1,11.02
2012-01-31,3642,Fraise Foods / Sonny's Supermarket,WEST POINT,IA,52656,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,4,44.08
2012-01-31,4066,Xpress Liquor,INDIANOLA,IA,50125,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,5,55.1
2012-01-31,4309,The Party Pantry,COUNCIL BLUFFS,IA,51501,82637,GRAPE SCHNAPPS,Jim Beam Brands,Dekuyper Grape Pucker,12,1000,7.35,11.02,3,33.06
2012-01-31,2459,Reinhart Foods,GUTHRIE CENTER,IA,50115,73517,MISCELLANEOUS SCHNAPPS,Jim Beam Brands,Dekuyper Cactus Juice,12,1000,7.35,11.02,3,33.06
2012-01-31,2628,Hy-Vee Food Store / Eldora,ELDORA,IA,50627,82827,ROOT BEER SCHNAPPS,Jim Beam Brands,Dekuyper Rootbeer,12,1000,7.35,11.02,3,33.06
2012-01-31,2506,Hy-Vee #1044 / Burlington,BURLINGTON,IA,52601,82607,APPLE SCHNAPPS,Jim Beam Brands,Dekuyper Sour Apple,12,1000,7.35,11.02,12,132.24
2012-01-31,2607,Hy-Vee Wine and Spirits / Shenandoah,SHENANDOAH,IA,51601,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,12,132.24
2012-01-31,2191,Keokuk Spirits,KEOKUK,IA,52632,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,12,132.24
2012-01-31,3488,Bender's Foods,BELLEVUE,IA,52031,82637,GRAPE SCHNAPPS,Jim Beam Brands,Dekuyper Grape Pucker,12,1000,7.35,11.02,12,132.24
2012-01-31,2522,Hy-Vee Wine and Spirits / Spirit Lak,SPIRIT LAKE,IA,51360,82607,APPLE SCHNAPPS,Jim Beam Brands,Dekuyper Sour Apple,12,1000,7.35,11.02,12,132.24
2012-01-31,4495,Casey's General Store #3055 / Grundy,GRUNDY CENTER,IA,50638,82607,APPLE SCHNAPPS,Jim Beam Brands,Dekuyper Sour Apple,12,1000,7.35,11.02,1,11.02
2012-01-31,2657,Hy-Vee Food Store / Bedford,BEDFORD,IA,50833,82610,CINNAMON SCHNAPPS,Jim Beam Brands,Dekuyper Hot Damn!,12,1000,7.35,11.02,1,11.02
2012-01-31,3700,Avoca Liquor,AVOCA,IA,51521,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,2,22.04
2012-01-31,4262,Cork and Bottle / Carroll,CARROLL,IA,51401,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,2,22.04
2012-01-31,3717,The Liquor Stop / Sumner,SUMNER,IA,50674,43848,PUERTO RICO & VIRGIN ISLANDS RUM,Jim Beam Brands,Ronrico Silver Label Rum (pr),6,1750,7.35,11.02,2,22.04
2012-01-31,2506,Hy-Vee #1044 / Burlington,BURLINGTON,IA,52601,82898,MISCELLANEOUS SCHNAPPS,Jim Beam Brands,Dekuyper Mixed Berry Medley,12,1000,7.35,11.02,3,33.06
2012-01-31,2465,Sid's Beverage Shop,DUBUQUE,IA,52003,82607,APPLE SCHNAPPS,Jim Beam Brands,Dekuyper Sour Apple,12,1000,7.35,11.02,12,132.24
2012-01-31,2651,Hy-Vee / Waverly,WAVERLY,IA,50677,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,12,132.24
2012-01-31,3477,Sam's Club 6472 / Council Bluffs,COUNCIL BLUFFS,IA,51501,82610,CINNAMON SCHNAPPS,Jim Beam Brands,Dekuyper Hot Damn!,12,1000,7.35,11.02,12,132.24
2012-01-31,2573,Hy-Vee Food Store / Muscatine,MUSCATINE,IA,52761,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,12,132.24
2012-01-31,3612,B and C Liquor / Maquoketa,MAQUOKETA,IA,52060,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,12,132.24
2012-01-31,3354,Sam's Club 8238 / Davenport,DAVENPORT,IA,52807,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,24,264.48
2012-01-31,4616,C's Spencer Liquor,SPENCER,IA,51301,82867,WATERMELON SCHNAPPS,Jim Beam Brands,Dekuyper Watermelon Pucker,12,1000,7.35,11.02,1,11.02
2012-01-31,3732,North Scott Foods,ELDRIDGE,IA,52748,82637,GRAPE SCHNAPPS,Jim Beam Brands,Dekuyper Grape Pucker,12,1000,7.35,11.02,1,11.02
2012-01-31,3495,Great Pastimes,MONTICELLO,IA,52310,82627,MISCELLANEOUS SCHNAPPS,Jim Beam Brands,Dekuyper Cherry Pucker,12,1000,7.35,11.02,1,11.02
2012-01-31,3756,Main Street Liquors / Manning,MANNING,IA,51455,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,1,11.02
2012-01-31,2614,Hy-Vee #3 Food and Drugstore,DAVENPORT,IA,52807,43848,PUERTO RICO & VIRGIN ISLANDS RUM,Jim Beam Brands,Ronrico Silver Label Rum (pr),6,1750,7.35,11.02,2,22.04
2012-01-31,2506,Hy-Vee #1044 / Burlington,BURLINGTON,IA,52601,82610,CINNAMON SCHNAPPS,Jim Beam Brands,Dekuyper Hot Damn!,12,1000,7.35,11.02,12,132.24
2012-01-31,3354,Sam's Club 8238 / Davenport,DAVENPORT,IA,52807,82610,CINNAMON SCHNAPPS,Jim Beam Brands,Dekuyper Hot Damn!,12,1000,7.35,11.02,12,132.24
2012-01-31,2487,Anamosa Family Foods,ANAMOSA,IA,52205,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,12,132.24
2012-01-31,2613,Hy-Vee Food Store #1 / Council Bluff,COUNCIL BLUFFS,IA,51501,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,12,132.24
2012-01-31,2573,Hy-Vee Food Store / Muscatine,MUSCATINE,IA,52761,82867,WATERMELON SCHNAPPS,Jim Beam Brands,Dekuyper Watermelon Pucker,12,1000,7.35,11.02,12,132.24
2012-01-31,2651,Hy-Vee / Waverly,WAVERLY,IA,50677,82610,CINNAMON SCHNAPPS,Jim Beam Brands,Dekuyper Hot Damn!,12,1000,7.35,11.02,12,132.24
2012-01-31,2616,Hy-Vee Food and Drug / Clinton,CLINTON,IA,52732,82827,ROOT BEER SCHNAPPS,Jim Beam Brands,Dekuyper Rootbeer,12,1000,7.35,11.02,12,132.24
2012-01-31,2549,Hy-Vee Food Store / Indianola,INDIANOLA,IA,50125,82627,MISCELLANEOUS SCHNAPPS,Jim Beam Brands,Dekuyper Cherry Pucker,12,1000,7.35,11.02,12,132.24
2012-01-31,3390,Okoboji Avenue Liquor,MILFORD,IA,51351,82607,APPLE SCHNAPPS,Jim Beam Brands,Dekuyper Sour Apple,12,1000,7.35,11.02,12,132.24
2012-01-31,2191,Keokuk Spirits,KEOKUK,IA,52632,82627,MISCELLANEOUS SCHNAPPS,Jim Beam Brands,Dekuyper Cherry Pucker,12,1000,7.35,11.02,2,22.04
2012-01-31,3816,Swils,RED OAK,IA,51566,73517,MISCELLANEOUS SCHNAPPS,Jim Beam Brands,Dekuyper Cactus Juice,12,1000,7.35,11.02,4,44.08
2012-01-31,2614,Hy-Vee #3 Food and Drugstore,DAVENPORT,IA,52807,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,3,33.06
2012-01-31,3808,Thriftway,LA PORTE CITY,IA,50651,82610,CINNAMON SCHNAPPS,Jim Beam Brands,Dekuyper Hot Damn!,12,1000,7.35,11.02,3,33.06
2012-01-31,2625,Hy-Vee Wine and Spirits #2,DAVENPORT,IA,52804,82607,APPLE SCHNAPPS,Jim Beam Brands,Dekuyper Sour Apple,12,1000,7.35,11.02,12,132.24
2012-01-31,2625,Hy-Vee Wine and Spirits #2,DAVENPORT,IA,52804,82637,GRAPE SCHNAPPS,Jim Beam Brands,Dekuyper Grape Pucker,12,1000,7.35,11.02,12,132.24
2012-01-31,2448,Bottle Boutique,INDIANOLA,IA,50125,82637,GRAPE SCHNAPPS,Jim Beam Brands,Dekuyper Grape Pucker,12,1000,7.35,11.02,2,22.04
2012-01-31,4306,Northside One Stop / Hampton,HAMPTON,IA,50441,82607,APPLE SCHNAPPS,Jim Beam Brands,Dekuyper Sour Apple,12,1000,7.35,11.02,3,33.06
2012-01-31,3728,Brewski's Beverage,COUNCIL BLUFFS,IA,51503,82607,APPLE SCHNAPPS,Jim Beam Brands,Dekuyper Sour Apple,12,1000,7.35,11.02,12,132.24
2012-01-31,3612,B and C Liquor / Maquoketa,MAQUOKETA,IA,52060,82607,APPLE SCHNAPPS,Jim Beam Brands,Dekuyper Sour Apple,12,1000,7.35,11.02,12,132.24
2012-01-31,3808,Thriftway,LA PORTE CITY,IA,50651,82607,APPLE SCHNAPPS,Jim Beam Brands,Dekuyper Sour Apple,12,1000,7.35,11.02,12,132.24
2012-01-31,2629,Hy-Vee Food Store #2 / Council Bluff,COUNCIL BLUFFS,IA,51503,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,12,132.24
2012-01-31,3549,Quicker Liquor Store,FORT MADISON,IA,52627,82607,APPLE SCHNAPPS,Jim Beam Brands,Dekuyper Sour Apple,12,1000,7.35,11.02,12,132.24
2012-01-31,3482,Kick The Can,CARROLL,IA,51401,82867,WATERMELON SCHNAPPS,Jim Beam Brands,Dekuyper Watermelon Pucker,12,1000,7.35,11.02,1,11.02
2012-01-31,2465,Sid's Beverage Shop,DUBUQUE,IA,52003,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,12,132.24
2012-01-31,2593,Hy-Vee Food Store / Carroll,CARROLL,IA,51401,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,12,132.24
2012-01-31,3477,Sam's Club 6472 / Council Bluffs,COUNCIL BLUFFS,IA,51501,82787,BUTTERSCOTCH SCHNAPPS,Jim Beam Brands,Dekuyper Buttershots,12,1000,7.35,11.02,24,264.48
2012-01-31,2191,Keokuk Spirits,KEOKUK,IA,52632,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,24,264.48
2012-01-31,2625,Hy-Vee Wine and Spirits #2,DAVENPORT,IA,52804,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,36,396.72
2012-01-31,3162,Nash Finch / Wholesale Food,MUSCATINE,IA,52761,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,1,11.02
2012-01-31,3725,Armstrong Liquor Store,ARMSTRONG,IA,50514,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,4,44.08
2012-01-31,2191,Keokuk Spirits,KEOKUK,IA,52632,82757,MISCELLANEOUS SCHNAPPS,Jim Beam Brands,Dekuyper Cranberry Crush,12,1000,7.35,11.02,3,33.06
2012-01-31,2413,Beecher Beverage,DUBUQUE,IA,52001,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,12,132.24
2012-01-31,3728,Brewski's Beverage,COUNCIL BLUFFS,IA,51503,82857,TROPICAL FRUIT SCHNAPPS,Jim Beam Brands,Dekuyper Island Punch Pucker,12,1000,7.35,11.02,1,11.02
2012-01-31,2487,Anamosa Family Foods,ANAMOSA,IA,52205,82637,GRAPE SCHNAPPS,Jim Beam Brands,Dekuyper Grape Pucker,12,1000,7.35,11.02,1,11.02
2012-01-31,2191,Keokuk Spirits,KEOKUK,IA,52632,82898,MISCELLANEOUS SCHNAPPS,Jim Beam Brands,Dekuyper Mixed Berry Medley,12,1000,7.35,11.02,1,11.02
2012-01-31,4509,A J'S LIQUOR II,AMES,IA,50010,82607,APPLE SCHNAPPS,Jim Beam Brands,Dekuyper Sour Apple,12,1000,7.35,11.02,2,22.04
2012-01-31,3606,Scotty's Liquor Store,GRUNDY CENTER,IA,50638,82867,WATERMELON SCHNAPPS,Jim Beam Brands,Dekuyper Watermelon Pucker,12,1000,7.35,11.02,3,33.06
2012-01-31,3700,Avoca Liquor,AVOCA,IA,51521,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,3,33.06
2012-01-31,3354,Sam's Club 8238 / Davenport,DAVENPORT,IA,52807,82637,GRAPE SCHNAPPS,Jim Beam Brands,Dekuyper Grape Pucker,12,1000,7.35,11.02,12,132.24
2012-01-31,4130,"Boyd Grocery, Inc.",KEOSAUQUA,IA,52565,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,12,132.24
2012-01-31,2524,Hy-Vee Food Store / Dubuque,DUBUQUE,IA,52001,82847,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree,12,1000,7.35,11.02,12,132.24
2012-01-31,3495,Great Pastimes,MONTICELLO,IA,52310,82610,CINNAMON SCHNAPPS,Jim Beam Brands,Dekuyper Hot Damn!,12,1000,7.35,11.02,1,11.02
2012-01-31,2191,Keokuk Spirits,KEOKUK,IA,52632,73517,MISCELLANEOUS SCHNAPPS,Jim Beam Brands,Dekuyper Cactus Juice,12,1000,7.35,11.02,2,22.04
2012-01-31,3700,Avoca Liquor,AVOCA,IA,51521,82867,WATERMELON SCHNAPPS,Jim Beam Brands,Dekuyper Watermelon Pucker,12,1000,7.35,11.02,2,22.04
2012-01-31,3554,Dick's Beverage Depot,TRIPOLI,IA,50676,82757,MISCELLANEOUS SCHNAPPS,Jim Beam Brands,Dekuyper Cranberry Crush,12,1000,7.35,11.02,2,22.04
